portfolio_key,horizon_years,expected_return_pct,lower_return_pct,upper_return_pct
RE12,1.0,0.06158104524753244,-0.15793945555034936,0.28291939592135135
RE12,2.0,0.060611797360115176,-0.10254668122412,0.21461443077556644
RE12,3.0,0.06088010907854962,-0.07470186365201877,0.18341153960802678
RE12,4.0,0.06055296210017589,-0.05850800175655524,0.16519641036368266
RE12,5.0,0.06060216352503278,-0.04600344024614981,0.15256021288321917
RE12,6.0,0.060790966216970554,-0.03810232836011568,0.14386230842765382
RE12,7.0,0.06068178038502273,-0.03142590724658682,0.1369325663677389
RE12,8.0,0.06094048123355361,-0.02578156254810672,0.13167447900096402
RE12,9.0,0.06096088077744044,-0.022437549606867117,0.1274532142105211
RE12,10.0,0.06102069499625335,-0.018323198404734994,0.1235253024135032
RE12,11.0,0.061097303033275076,-0.01531413982762639,0.11992673716386419
RE12,12.0,0.0610283289913525,-0.012551962588855013,0.11671357050117111
RE12,13.0,0.06106387678957246,-0.010053079016637935,0.11444881275135309
RE12,14.0,0.06104596990130654,-0.00800636505297508,0.11198153337824154
RE12,15.0,0.06107289535525045,-0.005712412238254173,0.11021817546322675
RE12,16.0,0.06095103605617014,-0.0039705090769288,0.1084233969617045
RE12,17.0,0.060847274471332605,-0.002324366275188664,0.10659076146835172
RE12,18.0,0.060927463328437986,-0.0006226436464886229,0.10504549912506962
RE12,19.0,0.060976324146708304,0.0008360594419037809,0.10321203839330341
RE12,20.0,0.060931770745278016,0.0020963558589752597,0.10195684286047477
RE12,21.0,0.060875056624744454,0.003941127337132154,0.10083867479130473
RE12,22.0,0.0608209761047228,0.004441757406822517,0.09924187592333564
RE12,23.0,0.06083650954151199,0.005440210483268576,0.09852809818575643
RE12,24.0,0.06085391020192659,0.006026347286032484,0.09733528532127551
RE12,25.0,0.06090597191404262,0.007031973558019932,0.09641483986426357
RE12,26.0,0.06088514507200473,0.007634039270673261,0.09520326403303278
RE12,27.0,0.06090006033262652,0.008470983262509764,0.09442384668588082
RE12,28.0,0.06090402523391486,0.009338863103166771,0.09382083279875379
RE12,29.0,0.06086847532834721,0.010139876004424165,0.09351212438199753
RE12,30.0,0.06087860517660176,0.010849320020769652,0.09276998204914864
RE12,31.0,0.060834732701441095,0.011336496247854674,0.09184155567139937
RE12,32.0,0.06084937037386288,0.011726351639830901,0.09132589248944376
RE12,33.0,0.06084048591476029,0.01242043264697377,0.09055919678514268
RE12,34.0,0.06084973465351866,0.012840639777065028,0.08987959995088593
RE12,35.0,0.06086784113985899,0.013417398472958,0.0893280751447428
RE12,36.0,0.06092643548149177,0.014008718911996261,0.08882586577218983
RE12,37.0,0.06089671355299278,0.01448312877676208,0.08790426336093314
RE12,38.0,0.06090678904901063,0.014908355679591178,0.08752387022462943
RE12,39.0,0.06095051471057181,0.015287116289253786,0.08697722760533323
RE12,40.0,0.060974506111902395,0.01576752390531934,0.08664861527900684
RE12,41.0,0.06096658237280787,0.01631582401900114,0.08621523378784532
RE12,42.0,0.06098863888447003,0.01654127715825852,0.08596858235219854
RE12,43.0,0.06099187668206109,0.017318087838869723,0.08574526092425899
RE12,44.0,0.06091706770543764,0.017622043770863995,0.08528980448277393
RE12,45.0,0.06091407667953922,0.017752202163687163,0.0847310476428998
RE12,46.0,0.06089671980872568,0.018017016573684298,0.08419362195249977
RE12,47.0,0.06091474387234078,0.01843988372031769,0.08384231211849515
RE12,48.0,0.06093527346957812,0.018922170156126746,0.08383952636596988
RE12,49.0,0.060924503910885545,0.019099643311307753,0.08346788282908915
RE12,50.0,0.06096912435802546,0.019497574574420477,0.08327731496685534
RE12,51.0,0.06096850232339534,0.0197929507955072,0.08298812113984315
RE12,52.0,0.06097541841529548,0.020209783096185235,0.08264465583883102
RE12,53.0,0.06097692623939111,0.02043440808393428,0.08226613221916637
RE12,54.0,0.060949553766150515,0.020698155777462764,0.08204037174350202
RE12,55.0,0.06095764155161068,0.020655081127287197,0.0816654188458269
RE12,56.0,0.060970715033438753,0.021066078616136928,0.08164933557533971
RE12,57.0,0.06098115141522438,0.021288990074364078,0.08138369602668834
RE12,58.0,0.060951159572905984,0.02145919382659745,0.08107884014662531
RE12,59.0,0.06091848615118612,0.02173714256306273,0.08071952460165163
RE12,60.0,0.06091593216035919,0.022072070866132765,0.08033932948879721
RE12,61.0,0.060977278328174934,0.02237143082949862,0.08035947969239289
RE12,62.0,0.060966558117368584,0.02240983161292734,0.08006352052204879
RE12,63.0,0.06099931981617662,0.022616990122939634,0.07980598808674358
RE12,64.0,0.06099710120585584,0.022688375545646053,0.07959531658242686
RE12,65.0,0.061039017660512764,0.023030674320110467,0.07958220547939257
RE12,66.0,0.06108155770230232,0.023262020110490583,0.07939148839735986
RE12,67.0,0.06108519036733671,0.023511638140331206,0.07906078207488305
RE12,68.0,0.06109522676122928,0.023790700341876973,0.07895158112920848
RE12,69.0,0.061099573647080796,0.024057684546431906,0.07870009858221103
RE12,70.0,0.061108729652553505,0.024142290039790387,0.07848387381283888
RE12,71.0,0.06115170235430926,0.024455506069000325,0.07832166291571878
RE12,72.0,0.06118068386558923,0.024597088917634857,0.07804915049324203
RE12,73.0,0.06118260031347113,0.024661395314144144,0.07787700508900164
RE12,74.0,0.061161314383025384,0.024840431106973218,0.07786282287102766
RE12,75.0,0.06119429094180235,0.025159416906176256,0.0776443170653297
RE12,76.0,0.06117755440920079,0.02527528848889525,0.07746051195889674
RE12,77.0,0.06112127520461099,0.02561407316388941,0.07712283943900877
RE12,78.0,0.06112584162582107,0.025643332985865155,0.07701398814830435
RE12,79.0,0.06113524082687766,0.025830184411836408,0.07679313554462916
RE12,80.0,0.06114174298628168,0.026007448671748232,0.0766204421196851
RE12,81.0,0.061139226339915045,0.026174470131170916,0.07640956450355944
RE12,82.0,0.061175947961657616,0.02629399918473313,0.07626321503518232
RE12,83.0,0.06116575686552473,0.026405072646577016,0.07610302724073341
RE12,84.0,0.0611363993025862,0.026521624086436605,0.07601009506151386
RE12,85.0,0.06112902296021629,0.02670777357778404,0.07584506313552536
RE12,86.0,0.06115092280360099,0.026877630551808796,0.07574420732751465
RE12,87.0,0.06117106308538166,0.027057524228374548,0.07571771362634397
RE12,88.0,0.06114176358565195,0.027229795688749805,0.07555449147206483
RE12,89.0,0.061137532532380544,0.02736338604133049,0.0753821579727848
RE12,90.0,0.06114137896221926,0.027409216936937073,0.07535725425154713
RE12,91.0,0.06111757668222782,0.027598161106774755,0.07520564630832913
RE12,92.0,0.06111474121114425,0.027815319028503878,0.07498375502851601
RE12,93.0,0.06115499445906364,0.0278799153738076,0.07474331305294676
RE12,94.0,0.061099458688640224,0.027946815043094108,0.07459136658835133
RE12,95.0,0.06113070753125167,0.028171272780973446,0.07438481721095566
RE12,96.0,0.06111638999517835,0.02824429933482145,0.07425280375031915
RE12,97.0,0.06110843085786828,0.0283232577643152,0.07417102369233061
RE12,98.0,0.06117988843362281,0.028474336319209884,0.0741212172670004
RE12,99.0,0.0612070054440933,0.02862209680201917,0.0740707903214086
RE12,100.0,0.06119422530373495,0.028657213165450363,0.07389735024852294
RE17,1.0,0.009459431186288598,-0.08777766208235033,0.10818201006021727
RE17,2.0,0.010646246313306849,-0.060096067383135575,0.07990106537989418
RE17,3.0,0.01067624064697763,-0.046994153167917226,0.0667384857758449
RE17,4.0,0.010997351416988125,-0.039193260155049696,0.0596234871075238
RE17,5.0,0.011113777939622375,-0.03445513189697261,0.053877504263858254
RE17,6.0,0.011226065878119801,-0.030804864603496993,0.050095274384103425
RE17,7.0,0.011179660036950497,-0.02796872618115095,0.046762630911939836
RE17,8.0,0.011182712957556589,-0.026071332617188227,0.044408832251731256
RE17,9.0,0.011217751717968965,-0.023862105320812035,0.042273130799997075
RE17,10.0,0.01128834620712028,-0.021940630408951677,0.041043405285292225
RE17,11.0,0.011351034184252888,-0.02057440062012321,0.03964902081270201
RE17,12.0,0.011374870717908343,-0.018873555868883077,0.03845045635995052
RE17,13.0,0.011294068648134698,-0.017957208441383092,0.03674973032783319
RE17,14.0,0.011282430665023126,-0.017060366695705577,0.036057884425735764
RE17,15.0,0.011360836786264228,-0.016230120606184322,0.03518257070851059
RE17,16.0,0.011323737848994708,-0.015242162522602052,0.0347932397558433
RE17,17.0,0.011368413296698686,-0.014622835432932486,0.034056797001011024
RE17,18.0,0.011390388405321842,-0.01411691746884679,0.0332769252009293
RE17,19.0,0.011443126601623272,-0.013076918534766875,0.03249998096429042
